"Old_ID","ID","species","old_species"
"3237123_NPK_EG_23_166_S103_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_166_S103_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237124_NPK_EG_23_178_S115_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_178_S115_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237125_NPK_EG_23_190_S127_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_190_S127_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237126_NPK_EG_23_202_S139_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_202_S139_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237127_NPK_EG_23_216_S151_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_216_S151_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237128_NPK_EG_23_235_S163_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_235_S163_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237129_NPK_EG_23_252_S175_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_252_S175_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237130_NPK_EG_23_269_S187_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_269_S187_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237131_NPK_EG_23_167_S104_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_167_S104_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237132_NPK_EG_23_179_S116_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_179_S116_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237133_NPK_EG_23_191_S128_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_191_S128_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237134_NPK_EG_23_204_S140_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_204_S140_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237135_NPK_EG_23_217_S152_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_217_S152_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237136_NPK_EG_23_236_S164_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_236_S164_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237137_NPK_EG_23_253_S176_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_253_S176_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237138_NPK_EG_23_270_S188_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_270_S188_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237139_NPK_EG_23_168_S105_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_168_S105_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237140_NPK_EG_23_180_S117_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_180_S117_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237141_NPK_EG_23_192_S129_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_192_S129_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237142_NPK_EG_23_205_S141_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_205_S141_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237143_NPK_EG_23_221_S153_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_221_S153_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237144_NPK_EG_23_237_S165_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_237_S165_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237145_NPK_EG_23_254_S177_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_254_S177_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237146_NPK_EG_23_272_S189_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_272_S189_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237147_NPK_EG_23_169_S106_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_169_S106_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237148_NPK_EG_23_181_S118_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_181_S118_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237149_NPK_EG_23_193_S130_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_193_S130_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237150_NPK_EG_23_206_S142_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_206_S142_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237151_NPK_EG_23_222_S154_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_222_S154_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237152_LO_7_S166_L001_R1_001.unique.mapped.sorted.bam","LO_7_S166_L001_R1_001","Secale cereale","Secale cereale"
"3237155_NPK_EG_23_274_S191_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_274_S191_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237156_NPK_EG_23_293_S203_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_293_S203_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237157_NPK_EG_23_306_S215_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_306_S215_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237158_NPK_EG_23_321_S227_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_321_S227_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237159_NPK_EG_23_335_S239_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_335_S239_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237160_NPK_EG_23_351_S251_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_351_S251_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237161_NPK_EG_23_365_S263_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_365_S263_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237162_NPK_EG_23_379_S274_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_379_S274_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237163_NPK_EG_23_275_S192_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_275_S192_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237164_NPK_EG_23_294_S204_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_294_S204_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237165_NPK_EG_23_307_S216_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_307_S216_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237166_NPK_EG_23_322_S228_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_322_S228_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237167_NPK_EG_23_337_S240_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_337_S240_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237168_NPK_EG_23_352_S252_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_352_S252_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237169_NPK_EG_23_366_S264_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_366_S264_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237170_NPK_EG_23_380_S275_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_380_S275_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237171_NPK_EG_23_276_S193_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_276_S193_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237172_NPK_EG_23_295_S205_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_295_S205_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237173_NPK_EG_23_308_S217_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_308_S217_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237174_NPK_EG_23_324_S229_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_324_S229_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237175_NPK_EG_23_338_S241_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_338_S241_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237176_NPK_EG_23_354_S253_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_354_S253_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237177_NPK_EG_23_368_S265_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_368_S265_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237178_NPK_EG_23_381_S276_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_381_S276_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237179_NPK_EG_23_281_S194_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_281_S194_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237180_NPK_EG_23_296_S206_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_296_S206_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237181_NPK_EG_23_309_S218_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_309_S218_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237182_NPK_EG_23_325_S230_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_325_S230_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237183_NPK_EG_23_339_S242_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_339_S242_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237184_NPK_EG_23_355_S254_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_355_S254_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237185_NPK_EG_23_369_S266_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_369_S266_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237186_NPK_EG_23_383_S277_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_383_S277_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237187_NPK_EG_23_282_S195_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_282_S195_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237188_NPK_EG_23_297_S207_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_297_S207_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237189_NPK_EG_23_310_S219_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_310_S219_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237190_NPK_EG_23_326_S231_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_326_S231_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237191_NPK_EG_23_340_S243_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_340_S243_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237192_NPK_EG_23_356_S255_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_356_S255_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237193_NPK_EG_23_370_S267_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_370_S267_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237194_NPK_EG_23_384_S278_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_384_S278_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237195_NPK_EG_23_284_S196_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_284_S196_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237196_NPK_EG_23_298_S208_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_298_S208_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237197_NPK_EG_23_311_S220_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_311_S220_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237198_NPK_EG_23_327_S232_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_327_S232_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237199_NPK_EG_23_342_S244_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_342_S244_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237200_NPK_EG_23_357_S256_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_357_S256_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237201_NPK_EG_23_371_S268_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_371_S268_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237202_NPK_EG_23_385_S279_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_385_S279_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237203_NPK_EG_23_285_S197_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_285_S197_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237204_NPK_EG_23_300_S209_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_300_S209_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237205_NPK_EG_23_312_S221_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_312_S221_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237206_NPK_EG_23_329_S233_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_329_S233_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237207_NPK_EG_23_343_S245_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_343_S245_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237208_NPK_EG_23_359_S257_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_359_S257_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237209_NPK_EG_23_372_S269_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_372_S269_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237210_NPK_EG_23_388_S280_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_388_S280_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237211_NPK_EG_23_287_S198_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_287_S198_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237212_NPK_EG_23_301_S210_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_301_S210_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237213_NPK_EG_23_313_S222_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_313_S222_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237214_NPK_EG_23_330_S234_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_330_S234_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237215_NPK_EG_23_345_S246_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_345_S246_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237216_NPK_EG_23_360_S258_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_360_S258_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237217_NPK_EG_23_374_S270_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_374_S270_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237218_NPK_EG_23_390_S281_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_390_S281_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237219_NPK_EG_23_289_S199_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_289_S199_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237220_NPK_EG_23_302_S211_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_302_S211_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237221_NPK_EG_23_317_S223_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_317_S223_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237222_NPK_EG_23_331_S235_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_331_S235_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237223_NPK_EG_23_347_S247_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_347_S247_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237224_NPK_EG_23_361_S259_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_361_S259_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237225_NPK_EG_23_375_S271_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_375_S271_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237226_NPK_EG_23_391_S282_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_391_S282_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237228_NPK_EG_23_303_S212_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_303_S212_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237229_NPK_EG_23_318_S224_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_318_S224_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237230_NPK_EG_23_332_S236_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_332_S236_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237231_NPK_EG_23_348_S248_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_348_S248_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237232_NPK_EG_23_362_S260_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_362_S260_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237233_NPK_EG_23_376_S272_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_376_S272_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237234_NPK_EG_23_392_S283_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_392_S283_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237235_NPK_EG_23_291_S201_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_291_S201_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237236_NPK_EG_23_304_S213_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_304_S213_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237237_NPK_EG_23_319_S225_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_319_S225_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237238_NPK_EG_23_333_S237_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_333_S237_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237239_NPK_EG_23_349_S249_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_349_S249_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237240_NPK_EG_23_363_S261_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_363_S261_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237241_NPK_EG_23_377_S273_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_377_S273_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237242_NPK_EG_23_393_S284_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_393_S284_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237243_NPK_EG_23_292_S202_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_292_S202_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237244_NPK_EG_23_305_S214_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_305_S214_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237245_NPK_EG_23_320_S226_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_320_S226_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237246_NPK_EG_23_334_S238_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_334_S238_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237247_NPK_EG_23_350_S250_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_350_S250_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237248_LO7_S262_L002_R1_001.unique.mapped.sorted.bam","LO7_S262_L002_R1_001","Secale cereale","Secale cereale"
"3237251_NPK_EG_23_397_S285_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_397_S285_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237252_NPK_EG_23_410_S297_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_410_S297_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237254_NPK_EG_23_441_S321_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_441_S321_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237255_NPK_EG_23_458_S333_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_458_S333_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237256_NPK_EG_23_470_S345_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_470_S345_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237257_NF_EG_23_91_S357_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_91_S357_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237258_NF_EG_23_480_S369_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_480_S369_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237259_NPK_EG_23_398_S286_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_398_S286_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237260_NPK_EG_23_411_S298_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_411_S298_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237261_NPK_EG_23_425_S310_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_425_S310_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237262_NPK_EG_23_443_S322_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_443_S322_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237263_NPK_EG_23_459_S334_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_459_S334_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237264_NPK_EG_23_471_S346_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_471_S346_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237265_NF_EG_23_446_S358_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_446_S358_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237266_NPK_EG_23_25_S370_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_25_S370_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237267_NPK_EG_23_399_S287_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_399_S287_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237268_NPK_EG_23_412_S299_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_412_S299_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237269_NPK_EG_23_427_S311_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_427_S311_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237270_NPK_EG_23_445_S323_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_445_S323_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237271_NPK_EG_23_460_S335_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_460_S335_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237272_NPK_EG_23_472_S347_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_472_S347_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237273_NF_EG_23_116_S359_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_116_S359_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237274_NPK_EG_23_43_S371_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_43_S371_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237275_NPK_EG_23_400_S288_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_400_S288_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237276_NPK_EG_23_413_S300_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_413_S300_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237277_NPK_EG_23_429_S312_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_429_S312_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237278_NPK_EG_23_446_S324_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_446_S324_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237279_NPK_EG_23_461_S336_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_461_S336_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237280_NPK_EG_23_473_S348_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_473_S348_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237281_NF_EG_23_132_S360_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_132_S360_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237282_NPK_EG_23_130_S372_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_130_S372_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237283_NPK_EG_23_401_S289_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_401_S289_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237284_NPK_EG_23_415_S301_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_415_S301_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237285_NPK_EG_23_430_S313_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_430_S313_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237286_NPK_EG_23_447_S325_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_447_S325_L002_R1_001","Secale cereale","Diversity Panel 23"
"3237287_NPK_EG_23_462_S337_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_462_S337_L002_R1_001","Secale cereale","Diversity Panel 23"
